lrate,l2_reg,batchsize,n_epochs,loss
0.8417086814426818,0.3378479614086113,348.0,315.0,0.1642
0.9274346580068711,0.23796352454899727,1848.0,1322.0,0.16969999999999996
0.3117422073253454,0.03418924384935951,1118.0,352.0,0.1391
0.9510373346394329,0.7343715616472064,711.0,1509.0,0.20499999999999996
0.36634709228774065,0.13003692858002824,1342.0,556.0,0.14529999999999998
0.8475837592463074,0.8675786696856143,1229.0,600.0,0.12819999999999998
0.1470721692126422,0.6840492897282231,1742.0,1783.0,0.11450000000000005
0.3082533295241313,0.295846501542828,1398.0,610.0,0.14659999999999995
0.7273366756606927,0.42411615193715835,855.0,821.0,0.15469999999999995
0.819887479405133,0.4351478730271764,643.0,1069.0,0.15410000000000001
0.7801712535716311,0.558498011811106,579.0,1855.0,0.12890000000000001
0.7861136406976671,0.8431521508809908,942.0,1692.0,0.1321
0.746917760102105,0.8632161093730837,169.0,845.0,0.16469999999999996
0.3940385555755397,0.018577767976732162,1456.0,1534.0,0.13529999999999998
0.7785297036802881,0.24831765790103077,647.0,599.0,0.15090000000000003
0.2435520014861584,0.3926145342583578,843.0,1596.0,0.14180000000000004
0.4000877151968968,0.2192369819056733,1555.0,215.0,0.14349999999999996
0.22030892390956347,0.6157994368882954,255.0,1922.0,0.14759999999999995
0.6500720250276809,0.7110362929270098,1730.0,1892.0,0.14600000000000002
0.6291072127301696,0.8943214274085667,1896.0,598.0,0.14529999999999998
0.7909276693848429,0.15796213454524077,1346.0,450.0,0.17810000000000004
0.7854967369000287,0.9929533811095818,438.0,1475.0,0.11529999999999996
0.4338148357728192,0.36320460830792867,1754.0,1895.0,0.12129999999999996
0.49664142877285467,0.3976699245561939,112.0,1250.0,0.14759999999999995
0.11724093313844286,0.13860816942489085,96.0,335.0,0.12719999999999998
0.05281570750687059,0.7239703183261521,1415.0,180.0,0.11319999999999997
0.7372905130859266,0.06387337515186742,37.0,1282.0,0.13260000000000005
0.1689331527455349,0.9337495284261876,526.0,1041.0,0.11119999999999997
0.6736535862065499,0.9092141178396157,134.0,326.0,0.15890000000000004
0.22530387070171864,0.5293285160015552,357.0,871.0,0.17400000000000004
0.8910874951229831,0.8355563754731519,24.0,1085.0,0.1392
0.22268604131897618,0.9945076765239164,1007.0,1872.0,0.11240000000000006
0.2692992492518055,0.07798645641817525,353.0,125.0,0.15290000000000004
0.7397960165155602,0.20566293190937768,1936.0,313.0,0.15069999999999995
0.5256588863392343,0.17535062438926097,1182.0,1307.0,0.13329999999999997
0.9890481938488459,0.6058932326722624,279.0,255.0,0.1483
0.8305675980179967,0.7887953106509933,742.0,473.0,0.1259
0.3736727620126469,0.5330447092530136,1112.0,1334.0,0.1512
0.05408061916163198,0.02909822036066745,1225.0,125.0,0.11860000000000004
0.9764511151354254,0.7110208402669411,1445.0,229.0,0.18400000000000005
0.38513200532953684,0.849003116385826,670.0,343.0,0.12680000000000002
0.17295259007225094,0.31324034562673053,1159.0,183.0,0.12780000000000002
0.6549752218178289,0.131113920438522,1935.0,254.0,0.1693
0.1860862133879123,0.5874633661799116,1175.0,1178.0,0.11350000000000005
0.15914105401559975,0.25829663183570317,87.0,305.0,0.16710000000000003
0.9438178042176577,0.22094289348389484,1090.0,177.0,0.1502
0.9255851860780706,0.16747592773253972,1870.0,450.0,0.15949999999999998
0.33203474183562054,0.952775977367739,1778.0,1031.0,0.10960000000000003
0.502954283426403,0.8121981775617619,466.0,1390.0,0.12229999999999996
0.3259944370744372,0.9955749088618265,1824.0,610.0,0.1058
0.6556429293510092,0.19200298124714177,1677.0,1863.0,0.14600000000000002
0.8145028689128386,0.7224691207501012,478.0,1940.0,0.15580000000000005
0.5544563141316603,0.3084944035791488,1256.0,287.0,0.14159999999999995
0.23603227932833726,0.4878585580305549,1855.0,793.0,0.1471
0.07167322802097664,0.05499723639187337,279.0,812.0,0.131
0.585478701149957,0.48397542253893344,949.0,643.0,0.19720000000000004
0.6645518660752833,0.4820702520708504,563.0,463.0,0.16510000000000002
0.6397490357295504,0.24061639035590066,1084.0,39.0,0.14390000000000003
0.8710172109879682,0.3566217792383418,350.0,1014.0,0.13629999999999998
0.2706546100498525,0.3598885552413381,1325.0,1348.0,0.13959999999999995
0.34164200832811875,0.027645100733678984,317.0,1128.0,0.12629999999999997
0.8571767206567827,0.8760848130317191,829.0,1161.0,0.12360000000000004
0.7103171441768565,0.3369432839352915,626.0,421.0,0.15739999999999998
0.8687139611063216,0.4845252549458253,1617.0,1107.0,0.16010000000000002
0.9385826104510638,0.14158661062150213,860.0,397.0,0.2613
0.11956554780705853,0.19628791684323044,1491.0,1080.0,0.22750000000000004
0.6861074144647299,0.7336958942694144,1255.0,906.0,0.12860000000000005
0.240159137573423,0.23331452334317182,317.0,1037.0,0.14529999999999998
0.43807013408485207,0.6628441115366084,116.0,430.0,0.23750000000000004
0.9031883532591777,0.1751674303942219,1487.0,172.0,0.1815
0.10679863683412816,0.3922364696329139,638.0,1599.0,0.17210000000000003
0.40594431433197475,0.3568844913479048,785.0,972.0,0.13
0.8235428898655386,0.09413967360788533,1122.0,902.0,0.1874
0.47529697132884263,0.9516833206481914,536.0,1155.0,0.14149999999999996
0.09463092604332679,0.3340499826034482,1513.0,1382.0,0.11370000000000002
0.08135784697537207,0.5528808329912205,1587.0,1320.0,0.121
0.7586019763041681,0.08948027194256492,94.0,1871.0,0.18020000000000003
0.31487573505813815,0.17775142796218835,564.0,1677.0,0.13629999999999998
0.1550118613097421,0.4510911058606981,744.0,717.0,0.15459999999999996
0.15616451372544216,0.19429050721570373,885.0,1911.0,0.12880000000000003
0.9607876019003617,0.32026180677009297,360.0,942.0,0.22309999999999997
0.6720668663989878,0.7295126378414136,980.0,242.0,0.15580000000000005
0.30394507322904596,0.1546253117542573,31.0,1651.0,0.1531
0.9958044915657719,0.16185409296172415,964.0,1969.0,0.1451
0.509187015592067,0.45390469653135157,1542.0,1149.0,0.14080000000000004
0.06924154243526837,0.4784858797342998,56.0,1619.0,0.15880000000000005
0.5119545115014336,0.05109731200633838,458.0,101.0,0.1854
0.5392804259021059,0.00854188731925587,216.0,932.0,0.1532
0.10905385714740568,0.6362595550977014,1288.0,364.0,0.17989999999999995
0.284959425081168,0.46358892659527917,1184.0,209.0,0.16779999999999995
0.7025887676912524,0.6275758704799681,1827.0,847.0,0.1714
0.5654301138910095,0.4922996366636033,1927.0,1942.0,0.13370000000000004
0.6970755290792348,0.9951976479157633,1337.0,1799.0,0.1663
0.20373163205873657,0.4221090798315845,1871.0,745.0,0.14549999999999996
0.6173961756994447,0.3949107944696981,397.0,1969.0,0.14749999999999996
0.2831191820145883,0.5345641147126515,655.0,140.0,0.15669999999999995
0.1732191778492881,0.4047429949314175,982.0,799.0,0.1481
0.018616728655854287,0.843853330278684,239.0,619.0,0.11539999999999995
0.6074050511077475,0.4203768103327511,1082.0,602.0,0.17600000000000005
0.30292322989358433,0.9477639860054117,1153.0,1826.0,0.14739999999999998
