lrate,l2_reg,batchsize,n_epochs,loss
0.16438833359365101,0.5294546816323171,435.0,1391.0,0.1644
0.47119084539193756,0.016335207796629003,1096.0,206.0,0.13049999999999995
0.8015312542612433,0.12015529500078237,413.0,1349.0,0.16000000000000003
0.3594714075798924,0.35995560911946867,688.0,1584.0,0.15780000000000005
0.12614479017373215,0.31171884728355836,811.0,1850.0,0.11160000000000003
0.6404731067436731,0.6653697329123466,797.0,780.0,0.19169999999999998
0.9428503649797165,0.4953844326457182,1286.0,794.0,0.18259999999999998
0.8570608130715541,0.986997073947964,169.0,655.0,0.14529999999999998
0.5717814419428122,0.1302124445886641,168.0,1460.0,0.17930000000000001
0.15317124516980962,0.8293894308397467,1520.0,1505.0,0.12329999999999997
0.7314429679400191,0.8324133424394158,1977.0,649.0,0.14180000000000004
0.42705799105275843,0.24948669517031696,1777.0,366.0,0.11970000000000003
0.2775015313669965,0.845212046614365,1672.0,1410.0,0.13060000000000005
0.46618005058224954,0.750988187616391,841.0,282.0,0.14970000000000006
0.805746821071968,0.22038740918696476,867.0,636.0,0.15049999999999997
0.509912584382515,0.4517626232824783,1145.0,1250.0,0.15859999999999996
0.7293934869390694,0.23752536168624272,1854.0,565.0,0.15959999999999996
0.9118036882974828,0.33238392962027885,1859.0,835.0,0.19889999999999997
0.38327351066298565,0.020910648193527503,1207.0,1030.0,0.14590000000000003
0.9819055991664986,0.33483623270341945,1226.0,653.0,0.15280000000000005
0.006302531090527336,0.6093551664776087,1497.0,2000.0,0.14590000000000003
0.016959334130228376,0.21061984996902863,528.0,1805.0,0.13219999999999998
0.12333846166564333,0.414891139691259,1477.0,61.0,0.12580000000000002
0.2265408327451013,0.0999559428957009,955.0,1945.0,0.1321
0.06706870315013386,0.2878443651683173,611.0,406.0,0.14459999999999995
0.31038281331517414,0.5892514926293255,47.0,1762.0,0.1552
0.41423991192306453,0.4051237750993715,1342.0,1100.0,0.14
0.22228293267185334,0.1705987832340684,1666.0,119.0,0.1683
0.6041649080543845,0.5142830284146294,376.0,1682.0,0.1735
0.059537083872008234,0.05758461067331194,718.0,1193.0,0.16669999999999996
0.19870600110988831,0.28940888653268393,993.0,428.0,0.124
0.3005649539246992,0.28234573748742964,1008.0,955.0,0.17869999999999997
0.5265642314325869,0.4066294112949045,378.0,261.0,0.1612
0.6737796750697783,0.5873629512604921,1102.0,457.0,0.1321
0.4315764249508037,0.17234600130759226,480.0,6.0,0.14590000000000003
0.34646759631433943,0.014023873601500286,1366.0,926.0,0.15180000000000005
0.07254056804318085,0.09857576421860598,724.0,1580.0,0.12970000000000004
0.12682013050327728,0.4470155507003305,225.0,1263.0,0.2198
0.2643168738807089,0.37270560451978535,1681.0,173.0,0.12870000000000004
0.5626526874545823,0.6684203881103525,1951.0,1920.0,0.15490000000000004
0.6730407079001435,0.4739174119836431,925.0,869.0,0.14180000000000004
0.4514002818826068,0.9768966563274664,264.0,756.0,0.11629999999999996
0.4759801923759279,0.9842011842190184,42.0,722.0,0.125
0.34644250507110963,0.9242539906313287,258.0,1099.0,0.12439999999999996
0.1736879047904122,0.7503132249373635,620.0,1542.0,0.13649999999999995
0.8359486957974998,0.5446255736533546,308.0,1311.0,0.1735
0.5877556668512076,0.7493140045036082,134.0,1672.0,0.13049999999999995
0.7199775863703027,0.9152873488505515,525.0,484.0,0.1179
0.255326768717825,0.7963307096926415,802.0,1417.0,0.13539999999999996
0.7689288816408024,0.6762974205002537,587.0,765.0,0.21499999999999997
0.11066666236464556,0.919490329585684,119.0,523.0,0.1512
0.5407132630562228,0.6256061565609938,892.0,330.0,0.15349999999999997
0.3854450064495992,0.5457915865035683,430.0,1162.0,0.124
0.9128906757642061,0.33989277231599924,773.0,1061.0,0.14370000000000005
0.6245045744436095,0.16999477126820584,306.0,578.0,0.14480000000000004
0.4676681081097938,0.7130084851577522,1246.0,1473.0,0.14490000000000003
0.32296741080221886,0.8539284969521196,1075.0,1851.0,0.12070000000000003
0.9662231171043517,0.06735776586124728,646.0,1358.0,0.15949999999999998
0.16797547710851257,0.2650782280055326,1430.0,710.0,0.19079999999999997
0.027849447985172526,0.4727393956161251,1592.0,980.0,0.118
0.415230915206296,0.9865423413291279,510.0,898.0,0.12029999999999996
0.24285476179554433,0.22065240590611815,1163.0,1669.0,0.19979999999999998
0.6626762675102338,0.37097970909322975,1071.0,613.0,0.19930000000000003
0.3799791969400776,0.31192411018248495,32.0,1220.0,0.13119999999999998
0.2871640066230618,0.8090403965904727,846.0,254.0,0.12039999999999995
0.6375356577243827,0.8938466535864305,526.0,834.0,0.10840000000000005
0.739537692843006,0.8717350233063355,357.0,834.0,0.1531
0.4965042155994503,0.9715548741648635,467.0,1153.0,0.11939999999999995
0.8426737340071673,0.9487501673479274,677.0,368.0,0.11960000000000004
0.6960167731349794,0.8844744813764096,564.0,785.0,0.13829999999999998
0.7610537598897484,0.7975632254500077,176.0,1016.0,0.14
0.8826583185532832,0.7173784865829598,235.0,693.0,0.1442
0.6287798578945378,0.6391778721400401,751.0,516.0,0.12880000000000003
0.79371605243779,0.7755040168065374,677.0,847.0,0.14780000000000004
0.563228047210298,0.5695435592194025,946.0,595.0,0.14970000000000006
0.5315754056216999,0.4306220579668112,83.0,1083.0,0.15449999999999997
0.20543290728996189,0.4967004958422688,428.0,941.0,0.12880000000000003
0.44517038240438267,0.15289282943387025,318.0,665.0,0.1511
0.6099816065363561,0.9988295568597934,820.0,1280.0,0.11360000000000003
0.4925070717135154,0.8936305252828183,822.0,1735.0,0.15500000000000003
0.652496860698818,0.9478310580872342,898.0,1994.0,0.1281
0.8084908045127106,0.3860717555447317,1029.0,1312.0,0.14370000000000005
0.69806412613827,0.24001768640939497,1351.0,1495.0,0.1542
0.6937650800196953,0.8434621507051178,976.0,1412.0,0.12529999999999997
0.6262593412725085,0.34847971811523837,716.0,1622.0,0.14749999999999996
0.5967470042496922,0.19766502894444338,1305.0,1537.0,0.15769999999999995
0.5172368699292175,0.317447003090084,1158.0,1824.0,0.14270000000000005
0.5772250037784539,0.12862373305942154,590.0,1920.0,0.13859999999999995
0.5473528839584286,0.05390361753125994,792.0,1292.0,0.16500000000000004
0.870136598180972,0.5206150594577981,1042.0,1738.0,0.15680000000000005
0.9289034069097803,0.8254518742054096,872.0,1150.0,0.14390000000000003
0.784651313450004,0.7148694243321354,637.0,1874.0,0.14470000000000005
0.9963850117188685,0.9961740195062396,477.0,1048.0,0.13870000000000005
0.39968150952389436,0.6932905934051222,1414.0,1230.0,0.1492
0.8186151146394688,0.0009353612325736504,1110.0,1443.0,0.21589999999999998
