lrate,l2_reg,batchsize,n_epochs,loss
0.20932869372509155,0.558525440279652,660.0,1119.0,0.13849999999999996
0.3772841208077974,0.8753406646142909,316.0,1015.0,0.15290000000000004
0.6934849025219174,0.46251682878754197,1756.0,1916.0,0.15300000000000002
0.8682660946360974,0.09244990375986017,116.0,1830.0,0.17259999999999998
0.01059441464610611,0.4721297412383455,763.0,1822.0,0.10229999999999995
0.42780443116748823,0.5863997552408398,1880.0,1405.0,0.17300000000000004
0.019803382955839055,0.35481303776515494,1991.0,569.0,0.12739999999999996
0.7370157806476213,0.3024827037182394,1687.0,943.0,0.13570000000000004
0.7125321548094823,0.8169021251881257,816.0,330.0,0.17310000000000003
0.7703711680027021,0.531004667491141,1302.0,1340.0,0.16459999999999997
0.206631213944235,0.2611489906410809,1810.0,162.0,0.14159999999999995
0.350107317056472,0.3897751393979584,1326.0,1465.0,0.15490000000000004
0.3000416336653491,0.3270717237695203,856.0,1380.0,0.12939999999999996
0.2806114472684309,0.38783162020174233,548.0,1080.0,0.138
0.4591424812997713,0.055185457104596214,1407.0,964.0,0.15059999999999996
0.6333609940142911,0.19386945929637223,683.0,1760.0,0.1644
0.198621466824079,0.28417539057707786,1919.0,838.0,0.14439999999999997
0.447902021003051,0.8734296336269214,873.0,1870.0,0.14559999999999995
0.007878133025904455,0.3161357053145709,1151.0,586.0,0.1351
0.2598370158668364,0.9573037406554816,715.0,636.0,0.13439999999999996
0.17458017826992256,0.005908695024826716,1503.0,1320.0,0.1321
0.2529390145920184,0.03543773709521536,1464.0,1596.0,0.16779999999999995
0.028522039960886203,0.6691092965341303,506.0,140.0,0.14390000000000003
0.5869946075466999,0.8681096404879312,1658.0,375.0,0.1281
0.041689217677969514,0.37684592884229273,477.0,1834.0,0.19479999999999997
0.3159180473621408,0.7270092772461583,237.0,1104.0,0.14070000000000005
0.8108906284025962,0.6686805754476127,1515.0,1737.0,0.14149999999999996
0.9462318347399031,0.07707042801255015,186.0,1756.0,0.15249999999999997
0.7800269437454737,0.22093228957562083,1092.0,1878.0,0.1614
0.4187543853802421,0.9315328410109637,59.0,1209.0,0.13549999999999995
0.4804897634055335,0.6909191247244004,1793.0,606.0,0.12329999999999997
0.6389348044325345,0.4772955657923581,1254.0,471.0,0.1604
0.6166205987456798,0.9288248186926416,1461.0,594.0,0.13049999999999995
0.9901394439064902,0.5076139286369746,1638.0,893.0,0.16169999999999995
0.5795226432020931,0.5114528575154663,1807.0,528.0,0.1432
0.9670138385082605,0.8705873746193346,804.0,212.0,0.14100000000000001
0.07753825661512515,0.8590791264521094,454.0,319.0,0.1079
0.1410992771324141,0.06581676127237246,285.0,714.0,0.1634
0.5406562080880147,0.26581179431601176,753.0,259.0,0.13929999999999998
0.2735924986763947,0.5446941761476598,1078.0,1610.0,0.13870000000000005
0.6794454266201028,0.7752702967550104,1232.0,660.0,0.15669999999999995
0.6230858487397992,0.6647667530631464,1038.0,61.0,0.14429999999999998
0.676074390688988,0.06559116741557958,1451.0,1102.0,0.1744
0.7649844120041307,0.7845341692898842,153.0,11.0,0.16600000000000004
0.9159574337032047,0.2676322417829611,1109.0,36.0,0.16410000000000002
0.4651182986868183,0.21439781582443296,211.0,1865.0,0.1725
0.24579796199543313,0.26446725991876974,1556.0,75.0,0.13690000000000002
0.9314002054890128,0.9133253349544953,1284.0,1683.0,0.1291
0.06462423466226375,0.44643200706187824,1678.0,115.0,0.13480000000000003
0.5912826733721122,0.6510006812973442,1997.0,1127.0,0.1381
0.5218578487895996,0.39616385817474575,1331.0,209.0,0.15649999999999997
0.45720271633421816,0.6045972868575006,225.0,902.0,0.16069999999999995
0.1998673929814434,0.583355032995826,166.0,1337.0,0.14490000000000003
0.47540694055429755,0.9672252716054272,955.0,1832.0,0.12009999999999998
0.7349527707680098,0.9886231879330609,1734.0,119.0,0.13539999999999996
0.794079422278303,0.0700016326988,210.0,1067.0,0.17610000000000003
0.6775434682703206,0.999683978547058,1965.0,1873.0,0.13329999999999997
0.44856504304724043,0.9124834917845982,893.0,1571.0,0.12280000000000002
0.0993061073659186,0.7286535359705458,598.0,405.0,0.11870000000000003
0.9825594658735058,0.36724522512054203,1817.0,290.0,0.15510000000000002
0.3995544673360918,0.9582392016870731,1823.0,639.0,0.1461
0.18208511590961385,0.24430294332942126,683.0,1917.0,0.14559999999999995
0.7769688763889148,0.9340786926749032,1140.0,939.0,0.1392
0.44423892264149956,0.37438155615191904,1738.0,1691.0,0.1522
