lrate,l2_reg,batchsize,n_epochs,loss
0.29241102398349783,0.2654796228103369,1997.0,60.0,0.16649999999999998
0.7051083913376027,0.6895005710771837,647.0,1026.0,0.13759999999999994
0.8471078069411339,0.37521609200129025,1694.0,1508.0,0.21189999999999998
0.3112363459343681,0.1699465542384776,1149.0,675.0,0.13959999999999995
0.7839808090538009,0.023210895659296904,361.0,72.0,0.14859999999999995
0.5841899413016256,0.7795313498960679,1293.0,252.0,0.12029999999999996
0.8962756904013738,0.46998375212991494,1585.0,1447.0,0.15769999999999995
0.7138707080844933,0.4722240832272915,1654.0,1488.0,0.14900000000000002
0.7269074881347083,0.4568733998609531,400.0,1248.0,0.136
0.016489391954191412,0.05211741119692759,1836.0,872.0,0.13560000000000005
0.6199732344917557,0.7736597789759446,866.0,1006.0,0.14459999999999995
0.98921051191882,0.11677783740463477,1119.0,1107.0,0.1481
0.383821104556908,0.3329971403469252,1098.0,55.0,0.15400000000000003
0.7617473541569318,0.2585640484454226,1460.0,426.0,0.14749999999999996
0.0509746126877898,0.1853366007040147,1714.0,1885.0,0.15069999999999995
0.4376978202680436,0.5957528544284268,1642.0,1349.0,0.13690000000000002
0.6304821382949877,0.2975569692149751,866.0,284.0,0.23299999999999998
0.47962269893562093,0.5328774189062272,1143.0,243.0,0.15659999999999996
0.15196205664049112,0.01095184184760667,279.0,1934.0,0.13360000000000005
0.8415010565970715,0.025595883781831308,1622.0,1708.0,0.16849999999999998
0.10663962330765779,0.9381070992401246,604.0,661.0,0.11729999999999996
0.5668529882046686,0.9639628482882678,24.0,588.0,0.12919999999999998
0.17675625904556885,0.9909893496740804,1352.0,744.0,0.11499999999999999
0.14676701950595522,0.9691250268546924,627.0,781.0,0.13229999999999997
0.15687998602615158,0.8863951214482058,1336.0,526.0,0.11839999999999995
0.24402958856765622,0.8660222128102507,892.0,813.0,0.12380000000000002
0.07685676363407479,0.9882963357120615,633.0,456.0,0.12270000000000003
0.21833499573193693,0.8752657051846197,125.0,694.0,0.15680000000000005
0.3457040821710125,0.6847860860755298,1977.0,914.0,0.14270000000000005
0.006162673733326879,0.7928581390528586,784.0,1192.0,0.127
0.232432857014085,0.6823029742780309,485.0,363.0,0.16310000000000002
0.10136406068386604,0.9114213259427191,1324.0,628.0,0.10009999999999997
0.4037624876314745,0.6175056231170228,1351.0,138.0,0.15710000000000002
0.19287876641740617,0.8384417297138892,1451.0,970.0,0.1301
0.30593390441287527,0.936037019014271,1988.0,1109.0,0.14559999999999995
0.2631993342055665,0.7323497786931533,1227.0,731.0,0.13190000000000002
0.5229593317683625,0.39807071721801196,1006.0,1637.0,0.16349999999999998
0.3408430687437945,0.6072288506954282,1487.0,558.0,0.12829999999999997
0.008317563797406752,0.999951465413713,1763.0,1349.0,0.14039999999999997
0.10317060771384978,0.8266069082188846,1031.0,622.0,0.11119999999999997
0.2942013782391478,0.8182427362563606,975.0,222.0,0.18489999999999995
0.11026271079208348,0.717521416516943,773.0,379.0,0.1602
0.9947515016547082,0.5307192044342555,1522.0,1056.0,0.1473
0.05483978391979302,0.7507809027443078,1271.0,161.0,0.12960000000000005
0.6708368617845238,0.9167652228907665,1869.0,27.0,0.11399999999999999
0.4600721428903653,0.653966790095603,1201.0,867.0,0.1512
0.09688692906442546,0.4220570308514228,1080.0,617.0,0.1572
0.39955355125439923,0.8105295176625623,735.0,497.0,0.20630000000000004
0.5442824015780638,0.5499621269053467,906.0,1210.0,0.1632
0.04344094035782924,0.7700920778183189,514.0,346.0,0.122
0.268116425919562,0.21348229887146147,1038.0,958.0,0.1501
0.874532242276526,0.3320140977670583,1408.0,128.0,0.18720000000000003
0.34366606956607754,0.6465506542334744,1546.0,1376.0,0.15849999999999997
0.13332772001431642,0.9087303282818661,362.0,636.0,0.11329999999999996
0.19661900926937137,0.5035981150286517,1863.0,847.0,0.1371
0.6004720741402603,0.12491853150490922,285.0,1584.0,0.2549
0.6627650759452877,0.5606765681214857,1750.0,1797.0,0.15049999999999997
0.4410552830074766,0.8410469206397908,1138.0,437.0,0.12560000000000004
