lrate,l2_reg,n_epochs,loss
0.7734754276494451,0.19350986755733246,1350.0,0.1352
0.11421813678035864,0.46807825202459097,1536.0,0.1412
0.2913298828833616,0.6102119303243144,860.0,0.17059999999999997
0.4930325271792557,0.37583085635224267,797.0,0.16279999999999994
0.13385094293637934,0.7303385219423628,1417.0,0.13
0.5091410810986177,0.010942693601537101,370.0,0.14639999999999997
0.4091164847052664,0.22469513416635156,1462.0,0.1785
0.6264177085307809,0.3759305540552611,705.0,0.24119999999999997
0.6806321507182906,0.9286188382557822,805.0,0.11470000000000002
0.656497843151578,0.8111126166821415,215.0,0.1623
0.0013446897457173312,0.11794191676621635,942.0,0.11680000000000001
0.26574155765497065,0.5616440851803831,957.0,0.12129999999999996
0.3763082113628462,0.9877057199754645,990.0,0.1392
0.8697944139478442,0.558687968778795,333.0,0.1654
0.6774911052769459,0.2030868587585133,1190.0,0.15710000000000002
0.9613326628245579,0.8170721468797454,755.0,0.1351
0.3307728394680597,0.35952120975304713,1718.0,0.13139999999999996
0.22723162200643543,0.5641655759761816,559.0,0.13390000000000002
0.9138698456542891,0.4939082728349212,1656.0,0.17369999999999997
0.455676938837552,0.39986566611993835,1332.0,0.1512
0.7978735724010237,0.014552138951950996,1149.0,0.20340000000000003
0.022924911899317446,0.970087743921648,50.0,0.1279
0.5713794827096956,0.12937776938129425,555.0,0.1652
0.7197224152522987,0.8916892828496843,1839.0,0.13439999999999996
0.5671402686433556,0.6781890527528092,1133.0,0.1321
0.9964138559234341,0.07613434236967657,633.0,0.15300000000000002
0.023162650002497398,0.2768428437805144,430.0,0.11180000000000001
0.7901635096087656,0.30105896941679156,21.0,0.13749999999999996
0.8574541739648793,0.3073110563272239,425.0,0.135
0.7445717635475462,0.23042800042864836,181.0,0.17220000000000002
0.16230655641567765,0.4391845006767176,493.0,0.1311
0.044295225045526264,0.9142796869170298,225.0,0.12939999999999996
0.5817682830068172,0.29507313901361243,1255.0,0.20820000000000005
0.48902553553274364,0.6722879071799752,1995.0,0.13990000000000002
0.22048433721418986,0.7633823883943313,871.0,0.13529999999999998
0.3575598023425964,0.4519465160463283,690.0,0.1491
0.435295433811944,0.15368345865744956,814.0,0.17179999999999995
0.6908313513574822,0.25985595234635617,1080.0,0.15669999999999995
0.6257554576666098,0.05075572795023223,116.0,0.15790000000000004
0.13560402735763655,0.6411142124826084,309.0,0.1279
0.07007059641494065,0.5218613732464852,437.0,0.11960000000000004
0.5207515858421586,0.8589324635386583,878.0,0.1473
0.8175449136611435,0.34651603268553177,1514.0,0.14639999999999997
0.6204003177992164,0.16718116989676834,1036.0,0.18589999999999995
0.2731293013934057,0.4117589718082466,638.0,0.12229999999999996
0.9233520015410185,0.7747395674861167,287.0,0.16169999999999995
0.32284653260077467,0.7180554582485832,1331.0,0.12990000000000002
0.7499451481876215,0.5982803695360341,740.0,0.1511
0.18500905118844624,0.9513127136547673,921.0,0.12309999999999999
0.40640666302022577,0.09385088340534606,378.0,0.15449999999999997
0.07847330341217063,0.5258735483054678,578.0,0.13260000000000005
0.5373819700657751,0.9997899048236052,127.0,0.13349999999999995
0.8394915468708665,0.019716254865402905,1227.0,0.27780000000000005
0.4675791525535999,0.2556983700378833,1406.0,0.1613
0.6667397129492586,0.4713687265652122,1621.0,0.19110000000000005
0.9002596943545881,0.8358571179694443,791.0,0.15510000000000002
0.310847000701012,0.3288158364602743,509.0,0.14159999999999995
0.9927953507744013,0.38842246181292917,1050.0,0.15790000000000004
0.7200596623981256,0.19882108457031966,657.0,0.23119999999999996
0.3994527343802874,0.5902371783775642,971.0,0.1825
0.590894117238036,0.6388752810523979,250.0,0.1362
0.9541229496618694,0.41998231987557433,407.0,0.18689999999999996
0.2325520336276718,0.48605619870921757,465.0,0.16590000000000005
0.003959693608820314,0.714868426290658,79.0,0.13390000000000002
0.7731629540163965,0.2620735195525866,1823.0,0.16510000000000002
0.10689505134653599,0.13311010291345282,931.0,0.13080000000000003
0.013548389028544262,0.08022447502045615,582.0,0.11970000000000003
0.038730599689847704,0.04063647687377686,821.0,0.11150000000000004
0.1747967483852102,0.22693753953227727,1140.0,0.14080000000000004
0.12594372044508315,0.2857680896016152,760.0,0.14490000000000003
0.04765921504727301,0.034863645014654776,821.0,0.15039999999999998
0.35682660727432414,0.10342402198945008,710.0,0.13649999999999995
0.5431805363248392,0.05463100282312047,350.0,0.1442
0.6946031869258985,0.15675363937898057,512.0,0.14180000000000004
0.6494933270639192,0.3392661694478628,10.0,0.15590000000000004
0.20265817154099486,0.18068146996140916,1279.0,0.15739999999999998
0.09960083976651928,0.3672621211669822,1099.0,0.1622
0.1481498937822967,0.006881202901683876,184.0,0.14449999999999996
0.604690777922098,0.12217428053351692,992.0,0.14700000000000002
0.2527245745641074,0.5306732923681172,848.0,0.15380000000000005
0.43514680855043447,0.9365568370142285,1194.0,0.1663
0.0469591850519442,0.21489390188853089,613.0,0.16259999999999997
0.48183628489331765,0.8895260085568077,281.0,0.14149999999999996
0.2889341868471119,0.4463371460600677,900.0,0.18820000000000003
0.6468297033092363,0.759511492430502,698.0,0.1351
0.5079810835431258,0.794490265228225,1376.0,0.11650000000000005
0.8863004107468673,0.5707489197829693,792.0,0.16659999999999997
0.8343164342909632,0.24960043242631041,1051.0,0.15490000000000004
0.07988423881897536,0.6228963738216233,542.0,0.131
0.7244435692150661,0.3279883561254424,464.0,0.14500000000000002
0.7820722054138526,0.061740631398697156,381.0,0.1431
0.35511581443487517,0.6911679622535809,1503.0,0.14270000000000005
0.3797991442147153,0.18081758143091203,677.0,0.15390000000000004
0.43810298074333004,0.282581294716238,624.0,0.119
0.5522907407897968,0.4193583781627685,1016.0,0.15080000000000005
0.808244547607982,0.14423735218015837,744.0,0.15390000000000004
0.9294181628349925,0.3101259193541562,319.0,0.16300000000000003
0.03142159944227325,0.3893081040735553,1286.0,0.11860000000000004
0.7499302835788461,0.10620824276294648,941.0,0.13580000000000003
0.8712345303659156,0.8575673077043425,1593.0,0.17889999999999995
