n_epochs,loss,l2_reg,lrate
753,0.25149999999999995,0.125,0.62500375
1751,0.13970000000000005,0.625,0.12500875
628,0.15880000000000005,0.3125,0.18750812500000003
1626,0.12409999999999999,0.8125,0.687503125
1127,0.18520000000000003,0.0625,0.937500625
129,0.16049999999999998,0.5625,0.437505625
1876,0.14280000000000004,0.1875,0.312506875
878,0.13549999999999995,0.6875,0.812501875
379,0.14080000000000004,0.4375,0.562504375
1377,0.15390000000000004,0.9375,0.062509375
1689,0.1169,0.46875,0.0937590625
691,0.127,0.96875,0.5937540625
192,0.13970000000000005,0.21875,0.8437515624999999
1190,0.13060000000000005,0.71875,0.34375656250000003
940,0.17059999999999997,0.09375,0.4687553125
1938,0.14590000000000003,0.59375,0.9687503125
1439,0.13539999999999996,0.34375,0.7187528125
441,0.12719999999999998,0.84375,0.2187578125
1065,0.11770000000000003,0.15625,0.1562584375
67,0.1371,0.65625,0.6562534375
566,0.1684,0.40625,0.9062509375
5,0.12080000000000002,0.0,1e-05
5,0.1402,1.0,1e-05
5,0.12029999999999996,1.0,1.0
5,0.17120000000000002,0.0,1.0
2000,0.10319999999999996,0.0,1e-05
2000,0.1078,1.0,1.0
2000,0.18059999999999998,0.0,1.0
2000,0.09960000000000002,1.0,1e-05
5,0.123,1.0,0.6122988804342024
5,0.12270000000000003,0.9294724564839445,1e-05
5,0.12029999999999996,1.0,0.7302343837459515
5,0.12360000000000004,1.0,0.42003176090854094
5,0.11880000000000002,0.3758696895857581,1e-05
5,0.122,0.44984836509229265,1e-05
5,0.1281,1.0,0.6467255265922451
495,0.12749999999999995,1.0,1.0
5,0.12519999999999998,0.44939760369630183,1e-05
5,0.13049999999999995,5.551115123125783e-17,1e-05
5,0.12029999999999996,1.0,0.8094970476379922
434,0.11750000000000005,1.0,1e-05
5,0.12029999999999996,1.0,0.7518550915110632
5,0.11660000000000004,0.6481158347525103,1e-05
998,0.13239999999999996,1.0,1e-05
5,0.12560000000000004,1.0,0.33428081555555816
5,0.11819999999999997,0.6575246954971041,1e-05
5,0.13170000000000004,0.7055167469397682,1e-05
1325,0.13270000000000004,1.0,1.0
2000,0.1078,1.0,1.0
2000,0.1078,1.0,1.0
2000,0.1078,1.0,1.0
2000,0.09709999999999996,1.0,0.5763495918782686
2000,0.1078,1.0,1.0
2000,0.10319999999999996,0.0,1e-05
2000,0.1078,1.0,1.0
2000,0.1078,1.0,1.0
2000,0.1078,1.0,1.0
2000,0.1078,1.0,1.0
2000,0.10419999999999996,1.0,0.573114431507201
2000,0.10319999999999996,0.0,1e-05
2000,0.10319999999999996,0.0,1e-05
2000,0.11219999999999997,0.42212986862859814,1e-05
2000,0.10870000000000002,1.0,0.5227743331899461
2000,0.10419999999999996,1.0,0.5102277744890056
2000,0.10709999999999997,1.0,1.000000000000694e-05
2000,0.09960000000000002,1.0,1e-05
2000,0.09960000000000002,1.0,1e-05
2000,0.1159,1.0,0.4634396386291468
2000,0.09960000000000002,1.0,1e-05
2000,0.09960000000000002,1.0,1e-05
2000,0.09960000000000002,1.0,1e-05
2000,0.10550000000000004,1.0,0.42843793402562136
2000,0.10760000000000003,1.0,0.39847416596363716
2000,0.11009999999999998,0.6021894101781083,1e-05
2000,0.10599999999999998,0.6227504138545981,1e-05
2000,0.10319999999999996,1.0,0.39906136295591316
2000,0.10370000000000001,0.4886767463686543,1e-05
2000,0.10270000000000001,1.0,0.44887376680849167
2000,0.09960000000000002,1.0,1e-05
2000,0.09960000000000002,1.0,1e-05
2000,0.10360000000000003,1.0,0.7383787798116158
2000,0.09960000000000002,1.0,1e-05
2000,0.10319999999999996,0.0,1e-05
2000,0.10319999999999996,0.0,1e-05
2000,0.10980000000000001,0.4784344514352834,1e-05
2000,0.09960000000000002,1.0,1e-05
2000,0.09960000000000002,1.0,1e-05
2000,0.09960000000000002,1.0,1e-05
2000,0.09960000000000002,1.0,1e-05
2000,0.09960000000000002,1.0,1e-05
2000,0.10319999999999996,0.0,1e-05
2000,0.10429999999999995,0.3090649839143661,1e-05
2000,0.11370000000000002,0.5663918313750445,1e-05
2000,0.10599999999999998,1.0,0.31403617701807124
2000,0.10609999999999997,0.5658689947509189,1e-05
2000,0.09960000000000002,1.0,1e-05
2000,0.09960000000000002,1.0,1e-05
2000,0.09960000000000002,1.0,1e-05
2000,0.09960000000000002,1.0,1e-05
2000,0.09960000000000002,1.0,1e-05
