n_epochs,loss,l2_reg,lrate
1739,0.17112347441908196,0.853515625,0.07227490234375
1427,0.15750032597206434,0.322265625,0.10352458984375
5,0.1254256862069632,1.0,1.0
2000,0.10477793828209023,0.0,1.0
5,0.12691449370007554,0.0,0.4623490060361788
5,0.18978492105198072,1.0,1e-05
755,0.12396101392612796,0.5189590295318647,1.0
5,0.12079358149487832,0.0,1.0
2000,0.11414425080435128,1.0,1.0
2000,0.13014804783508768,0.04716757414583725,0.6952634525495067
2000,0.1173041147520852,0.4424919232885269,1.0
1183,0.12268287834498334,0.0,1.0
2000,0.13265275976830113,1.0,0.8937693989194772
2000,0.10488267631607706,0.0,1.0
2000,0.10478131939440713,0.0,1.0
5,0.12461675111216013,0.3160942238373167,1.0
2000,0.10484735871088637,0.0,1.0
1674,0.12456053826189666,0.2667626182794519,1.0
2000,0.10484458787518355,0.0,1.0
2000,0.10479882924909682,0.0,1.0
2000,0.10489254837957615,0.0,1.0
2000,0.11852043752500059,0.0,1e-05
5,0.1274531840909785,0.0,1e-05
2000,0.10478320850149,0.0,1.0
2000,0.10494512068436808,0.0,1.0
2000,0.10479596018885444,0.0,1.0
2000,0.10474143763637987,0.0,1.0
5,0.1206639390848391,0.0,1.0
2000,0.10485386389482035,0.0,1.0
2000,0.10487071421019123,0.0,1.0
2000,0.10486965580908966,0.0,1.0
1221,0.12315928549382336,0.0,1.0
2000,0.11733743261353989,0.6938322253287874,1.0
2000,0.1202292958012877,0.0,0.5643895951521649
2000,0.10484898232310896,0.0,1.0
1072,0.12603312538301364,1.0,1.0
2000,0.10483129804488586,0.0,1.0
2000,0.10477675284827652,0.0,1.0
2000,0.11666435038093288,0.29858893975468237,1.0
2000,0.10476433092260976,0.0,1.0
2000,0.1048207784100716,0.0,1.0
2000,0.10481548628134847,0.0,1.0
2000,0.10484898232310896,0.0,1.0
2000,0.10485144662855847,0.0,1.0
2000,0.10485477893285912,0.0,1.0
2000,0.10482238861148038,0.0,1.0
2000,0.10493704270840301,0.0,1.0
2000,0.10482685338792398,0.0,1.0
2000,0.10484892871488263,0.0,1.0
2000,0.10480747148927132,0.0,1.0
543,0.12778779355147832,0.0,0.7463572524769624
2000,0.10483659102607942,0.0,1.0
2000,0.11858826053304465,0.0,1e-05
2000,0.1171824681890315,0.0,0.8591824219815318
2000,0.10479833310355516,0.0,1.0
2000,0.10488448368995858,0.0,1.0
2000,0.11956132008978734,0.0,0.35374801484416324
2000,0.1047998418009788,0.0,1.0
764,0.12379221331620537,0.0,1e-05
2000,0.10486802483015119,0.0,1.0
2000,0.10484177047279,0.0,1.0
2000,0.10476174204083685,0.0,1.0
2000,0.10480820896330534,0.0,1.0
2000,0.10486121086626239,0.0,1.0
2000,0.10486817169997237,0.0,1.0
2000,0.1048778149866446,0.0,1.0
1407,0.12278042343451348,0.0,1.0
2000,0.1168350914239141,0.32010112904602234,1.0
2000,0.10484898232310896,0.0,1.0
2000,0.10485667013725217,0.0,1.0
2000,0.10484898232310896,0.0,1.0
2000,0.10484699392688364,0.0,1.0
2000,0.10485656332056445,0.0,1.0
2000,0.10479895218138709,0.0,1.0
2000,0.10492634641994769,0.0,1.0
2000,0.10480395640119164,0.0,1.0
2000,0.1047247669685125,0.0,1.0
2000,0.10470595827916324,0.0,1.0
2000,0.10484898232310896,0.0,1.0
522,0.12045886806980992,0.0,1.0
289,0.12555489421190685,1.0,1.0
5,0.12454866838369649,0.6705396585725197,1.0
2000,0.11312903194104969,0.0,0.9561943514693819
2000,0.1049380614072536,0.0,1.0
2000,0.1048331649658089,0.0,1.0
2000,0.10485980768600374,0.0,1.0
2000,0.10479064288436424,0.0,1.0
2000,0.11391096052011229,1.0,1.0
2000,0.11970175656621124,0.0,0.7585662872364691
2000,0.10470797563931593,0.0,1.0
2000,0.11784207692521545,0.6534183832936226,1.0
2000,0.10480133315088193,0.0,1.0
2000,0.10489236467792552,0.0,1.0
2000,0.10480897178179516,0.0,1.0
2000,0.10488081964356052,0.0,1.0
2000,0.10481161669510328,0.0,1.0
2000,0.10490538554414057,0.0,1.0
2000,0.10481089764462098,0.0,1.0
2000,0.10489360754557533,0.0,1.0
2000,0.12734756752622559,0.2069977479940023,1.0
