lrate,l2_reg,n_epochs,loss
0.203459229735809,0.4412071650671777,172.0,0.1735457497595335
0.7911211987721884,0.1719049751531273,216.0,0.17662089880092524
0.5504287505026619,0.037494674081455126,1699.0,0.17946483547780157
0.15027777956319166,0.6158529185965279,47.0,0.17617987936605703
0.39892264288298485,0.37959159771976114,1941.0,0.1716634053497461
0.14342840434216175,0.18253716829734346,573.0,0.17146394174002255
0.663306283672782,0.576735709504927,1552.0,0.175038911888661
0.20373376545644062,0.21875478561611095,1771.0,0.17140351151526798
0.9609117897582791,0.053290832956254475,169.0,0.17946483547780157
0.9332177599003169,0.0189093416367494,874.0,0.1801468766358657
0.9926184902893277,0.35179077016510574,1464.0,0.17130766471829414
0.7694429680504971,0.09968070912634452,1890.0,0.17948093359913597
0.25701810518690693,0.42326368204148435,1920.0,0.17291305079490366
0.9092445949025061,0.6107321769180087,1231.0,0.17563434586379242
0.07805189701696791,0.5595402932661715,1024.0,0.17522368734080487
0.998053849625077,0.05201177413807545,1510.0,0.17946483547780157
0.24400249071521118,0.9100974571487254,876.0,0.1452702432821197
0.7339008293386496,0.292066856913465,1006.0,0.16953250468808742
0.5275688828841786,0.008916480598769039,1443.0,0.1840591953256251
0.6909360436249808,0.6257220736378104,1654.0,0.17697158612049968
0.3909588582163385,0.8612268557443018,625.0,0.14568888883385933
0.34855194273775936,0.9192053757714088,597.0,0.1452008297011355
0.32120731942649,0.9932571005856264,514.0,0.1261855653022659
0.36207245671135996,0.9932394235520945,439.0,0.1261855653022659
0.00209374333869089,0.7755859308192999,379.0,0.14642862146187774
0.46312338984022183,0.9926981574935354,409.0,0.1261855653022659
0.4454356618720761,0.7530126627685558,379.0,0.14636687862315115
0.3159250410927394,0.9975639464611821,753.0,0.12531472805380928
0.5863359723542054,0.732007892402608,734.0,0.14749844518002436
0.6325053197253198,0.8234763990846578,753.0,0.14639836100955456
0.014255941521914284,0.9913818791465062,1154.0,0.1261855653022659
0.027321668760695417,0.7031881165883398,1250.0,0.14703332452619458
0.08893800014790215,0.4922611705149552,1194.0,0.1741391110742543
0.4649847720714872,0.9056704736505775,42.0,0.1451979767391389
0.28912541733108305,0.8328064294179826,1114.0,0.14691805720752452
0.1744524857872314,0.6703596314296891,1297.0,0.14748942365083653
0.09322256476819012,0.9533195686819185,1370.0,0.14524592577631507
0.3822437557764775,0.8001964874355748,163.0,0.14687325442415355
0.518601031838693,0.4966039832777099,279.0,0.1745808490533484
0.8633160736916934,0.8745589657111761,846.0,0.14574012735813613
0.31002048168765695,0.9465959155650003,494.0,0.14594688050557364
0.19632838886159654,0.6820158466481807,1641.0,0.14753347932359284
0.586217566089739,0.5517322271585883,703.0,0.17543739269794772
0.42261435345502996,0.2816157836432688,156.0,0.1706968592950817
0.12269256954288274,0.9595669837109829,1111.0,0.14137222958751156
0.2286180697891012,0.12538695527854093,925.0,0.17930024701976296
0.2867297112265088,0.43229831280245945,279.0,0.17291305079490366
0.4688194701483727,0.8706213295096283,810.0,0.14611839803482787
0.35012358985869596,0.3762661749898877,652.0,0.17172811160691448
0.8105979962422358,0.6539489869069116,101.0,0.1719960896172717
0.5778139629956704,0.7252776340447441,950.0,0.14648135772613735
0.6886272146063476,0.23091423669210454,268.0,0.17075585926403053
0.49100697798977483,0.7686492105084398,366.0,0.14637320818467875
0.008740814090211435,0.5910141366171289,1355.0,0.175038911888661
0.6546495284519828,0.9994652126923651,549.0,0.12547213667349597
0.7382200125659492,0.3320259884058968,1067.0,0.17072139988987825
0.8036932511459889,0.5218340142284643,794.0,0.17459426512658263
0.6259087464368366,0.8286086905288143,655.0,0.14714392405521565
0.6559658381546305,0.6369718005661467,509.0,0.17671441650966566
0.8705761624155023,0.7983212603237554,1997.0,0.14643349251939167
0.4221126102863083,0.4689708632661206,563.0,0.173932968104051
0.7329517286849818,0.9206544842890083,910.0,0.1452008297011355
0.5597557036093049,0.9999725678932828,998.0,0.12511965480365334
0.5484305380681116,0.8889184073552432,1800.0,0.14516081753655488
0.2528690080135013,0.12846489162226826,1017.0,0.17934602878065795
0.5514506599252255,0.971162570490422,982.0,0.13642396230510628
0.6169410091992076,0.9216548671347173,699.0,0.1452008297011355
0.7660659167871088,0.8539303531471651,563.0,0.14577127856179503
0.6874420663998847,0.9974407950786406,450.0,0.12531472805380928
0.7062169594091783,0.9405983612656506,451.0,0.14580440261406583
0.9222766721713329,0.7990650706854636,1571.0,0.14687325442415355
0.8275027237579674,0.8450595966687187,342.0,0.1454858260115067
0.49784687911813064,0.8951209136843487,783.0,0.14480799460660207
0.9684491610452801,0.9713758080083724,216.0,0.13642396230510628
0.32648025465239217,0.7139904512175246,872.0,0.14643936760062978
0.37451210007362096,0.9964074970504686,1181.0,0.12544272465244874
0.4378780967388129,0.9448532869599833,1277.0,0.14594688050557364
0.8837092985421018,0.7769734972526304,1080.0,0.14642862146187774
0.0558249419943897,0.6945806632115574,94.0,0.1472698655314856
0.4038436170665498,0.7381533843925706,726.0,0.1478404135155052
0.6012861517581779,0.8799710967370685,1410.0,0.14561627587384324
0.15925626836334494,0.9813712093615251,1510.0,0.12715906037748154
0.5671845574813072,0.6061769930097126,442.0,0.17563434586379242
0.5300712040885783,0.930534567288056,612.0,0.1453505068999057
0.21612668793660694,0.7642645086976264,329.0,0.14637320818467875
0.6806531742690654,0.5311937690162429,1211.0,0.17483887198233697
0.7598887187066886,0.8172212372628114,21.0,0.14595531831524436
0.842294411380065,0.1863160195450354,1042.0,0.17146394174002255
0.11121638273219225,0.9063666480420807,857.0,0.1451979767391389
0.2901476038863792,0.6537312451455661,1141.0,0.18674852355431593
0.7083340531493822,0.8442841618023301,975.0,0.1454858260115067
0.4739141913168403,0.0342494544948202,219.0,0.18010299435538243
0.5120123363394348,0.7474414733684398,1322.0,0.14636687862315115
0.333190002498438,0.4099342693014517,481.0,0.17292530197424497
0.6386636631321302,0.4664566550452943,639.0,0.173932968104051
0.18757446966510571,0.9599648307005464,825.0,0.14137222958751156
0.27728340430282017,0.5599389384023654,685.0,0.17522368734080487
0.43846447834569247,0.2676541103957012,934.0,0.1701664039310722
0.5419466002142422,0.8649266554910744,780.0,0.14578419089197073
0.36254689571837007,0.8021583242015544,896.0,0.1465186647217135
