lrate,l2_reg,n_epochs,loss
0.7248575851281682,0.6799384274644963,12.0,0.1474937916450963
0.5326080992795892,0.8401263066607785,1208.0,0.1456620640224577
0.8172834238588528,0.11601277104759011,935.0,0.17930024701976296
0.20334857206658197,0.9693967630846156,610.0,0.13886558558991935
0.23997009726068486,0.6471690774780299,410.0,0.17682348119624666
0.25693930712757196,0.08137200618382445,245.0,0.17997148608878524
0.8503260333416203,0.5619492924471888,1602.0,0.17522368734080487
0.017341542863011372,0.8342897135009089,1577.0,0.14602113477226575
0.8586851130706098,0.5785677541579176,1380.0,0.175038911888661
0.9177775847893203,0.6514957398962922,1816.0,0.17735691291555783
0.715263656362995,0.7521828601708206,623.0,0.14636687862315115
0.5083182214522678,0.9647205441320009,678.0,0.1401839644181145
0.8830769995780287,0.3597191195901498,215.0,0.17144337900400844
0.9722897191344468,0.9782278454238581,176.0,0.1259771736303912
0.5951357997576997,0.9615156002686152,521.0,0.14081873405488868
0.7731900128894843,0.9447549802972862,823.0,0.14594688050557364
0.7865604060111996,0.9640946273874241,1198.0,0.1401839644181145
0.3526867534722532,0.06779412370751481,1251.0,0.18003752136045065
0.392245378364253,0.7526800977975174,149.0,0.14636687862315115
0.3864190120249573,0.49549971658246694,1620.0,0.1745808490533484
0.008480633953006522,0.40798560327410094,402.0,0.1725315339115583
0.1158471643203694,0.8531296263844302,9.0,0.14577127856179503
0.13085100646550213,0.2416585691540486,768.0,0.17067475068629814
0.628634038547518,0.9969385147761293,372.0,0.12531472805380928
0.9972183423177691,0.8754590835384879,353.0,0.14569485539101595
0.6380112218031826,0.7578940550553395,61.0,0.14636687862315115
0.9854344192685938,0.8979757958330521,1058.0,0.14488362385830275
0.6539282634364126,0.25059965618537894,305.0,0.1702687353265406
0.9384821594604122,0.9989011944900021,17.0,0.12554587509768803
0.45493564860245395,0.702414635158936,35.0,0.14703332452619458
0.7077182349945071,0.8126305474527716,512.0,0.14569811773804378
0.6167092045181738,0.9080858452024897,971.0,0.1451979767391389
0.5677446997795935,0.4268168850663039,116.0,0.17291305079490366
0.45404321696979744,0.21957561951913807,825.0,0.1713083459805453
0.9368710246942455,0.592846970264163,503.0,0.175038911888661
0.6822580507590492,0.9992252448206214,6.0,0.12547213667349597
0.6773169242206926,0.7880575484025688,306.0,0.14643349251939167
0.5510788784561959,0.6867988278699007,1087.0,0.14727802029339035
0.7796443873953957,0.500319128339326,1907.0,0.1751190852687149
0.4490751745412101,0.9996138884468896,722.0,0.12511965480365334
0.3020941054707834,0.6194519323542074,760.0,0.1766935432832915
0.47036190082619367,0.17862347992929145,920.0,0.17070971596552992
0.2382811588121036,0.026535000043373336,1463.0,0.18068023544761472
0.17413249734091468,0.2986724754718787,640.0,0.16938666617877063
0.30471299722717693,0.524556797119788,458.0,0.17459426512658263
0.52379863032426,0.8222874048340603,580.0,0.14600417213584235
0.4120212221984715,0.9331990730405839,723.0,0.14554191802845973
0.744085283946381,0.7243416669594909,899.0,0.14648135772613735
0.8263406660849466,0.8805489683869322,1241.0,0.14561627587384324
0.3548638219267395,0.9974452343147757,1130.0,0.12531472805380928
0.30946493503945854,0.6651388211327331,1133.0,0.1556410676816279
0.09730734887753306,0.7927550297754887,1361.0,0.14643349251939167
0.20283193441135303,0.4475655085496424,1631.0,0.17433661901240705
0.5877284821481402,0.1296788209057294,249.0,0.17934602878065795
0.4884009011943413,0.36658999508597534,851.0,0.1720369257702991
0.048259848604551236,0.9213546677505656,1732.0,0.1452008297011355
0.522209840877723,0.8449492883974178,574.0,0.1454858260115067
0.3490005415675205,0.6280805088706547,1404.0,0.17671441650966566
0.8659425266005398,0.7275373738013604,400.0,0.1464416281343006
0.25395055573609093,0.5706042362045552,1320.0,0.175038911888661
0.7379891106294713,0.9463422358413418,1007.0,0.14594688050557364
0.902812284357642,0.8843019688229703,96.0,0.14515600840426887
0.4158299079466948,0.7892311907830172,698.0,0.14643349251939167
0.6350309876945974,0.8563605278190703,196.0,0.14588244507265422
0.36282095144299453,0.9761838895017122,1526.0,0.1317619287803521
0.4381579396546268,0.997037877219104,1171.0,0.12531472805380928
0.4279205926016127,0.925862668616098,992.0,0.1452008297011355
0.591639523053826,0.9921460817584813,661.0,0.1261855653022659
0.4933815223871992,0.7553991108140823,856.0,0.14636687862315115
0.5523911306944914,0.9033725614640191,773.0,0.1451979767391389
0.28293702437210866,0.9583266752040422,1164.0,0.14142398719333166
0.16498456102987524,0.8251254551169056,1076.0,0.14705530394426242
0.33759831029501597,0.853140589369866,458.0,0.14577127856179503
0.38179724322136865,0.7111147879969062,1311.0,0.14712617820997986
0.8277387295099485,0.5419923741913575,255.0,0.17543739269794772
0.6854444902140876,0.7699832272800777,354.0,0.14637320818467875
0.220048666247355,0.9809034332323185,571.0,0.12715906037748154
0.07754620062288242,0.33414720351696897,1047.0,0.17062627691085075
0.6153749951445668,0.8089002540313958,959.0,0.1461641001788989
0.33081019631670017,0.8675948577500214,899.0,0.14611839803482787
0.27721723066489923,0.46394814402795603,788.0,0.17405956718239202
0.44679797190001463,0.9448719035283729,1766.0,0.14594688050557364
0.47237682490062505,0.6034934494897367,149.0,0.17597332205426863
0.38656572846428805,0.6821164391209746,613.0,0.14753347932359284
0.7023135151826683,0.6506463179568436,1936.0,0.17645621445525522
0.1933307567780577,0.9977802651378359,1132.0,0.12540765662523787
0.7952909005395042,0.9138813914232304,478.0,0.1452702432821197
0.5634563249259452,0.8918770035890352,536.0,0.14487513668622057
0.6551442621514486,0.7325521505767041,1447.0,0.14924663050820972
0.5303496253378638,0.9645678659661796,739.0,0.1401839644181145
0.15207860506116327,0.07634275507024563,1204.0,0.18003752136045065
0.5008257094362596,0.15523868000191232,414.0,0.1779540973217849
0.7619811751994492,0.7753448563767388,1267.0,0.14642862146187774
0.40189752858519173,0.8143059402751005,293.0,0.14595531831524436
0.6203147117746084,0.04681813099079424,1665.0,0.17946483547780157
0.5804204926147223,0.3879364922177485,688.0,0.1727617565897439
0.37257457353109924,0.27404690233260953,353.0,0.1701664039310722
0.23950629268703347,0.001406303237212192,1020.0,0.18605946305848078
0.4736890379306596,0.8343731030502906,847.0,0.14602113477226575
0.43809733132282497,0.9438026295033612,1486.0,0.14594688050557364
