n_epochs,loss,l2_reg,lrate
1153,0.17006160731929537,0.7177734375,0.036142451171875006
810,0.16045050574281466,0.4833984375,0.051767294921875005
2000,0.10490057253709471,0.0,1.0
5,0.12525061421822373,1.0,1.0
5,0.12599571532624937,0.0,0.6324302659403743
1941,0.14190357405746631,1.0,0.869195157965017
2000,0.11818207792519408,0.0,1e-05
2000,0.1201732932600808,0.0,0.5031009789473583
1058,0.1234182856285843,0.0,1.0
5,0.1206273066375573,0.0,1.0
2000,0.12259348468650322,0.1951649216071561,1.0
5,0.12717464643877044,0.0,1.0000000000013879e-05
346,0.12580405318366,0.4844832875651924,1.0
1614,0.1218466686789465,0.0,1.0
5,0.1719581685795784,1.0,0.5162777405353194
2000,0.1049220592676838,0.0,1.0
2000,0.1048469105209406,0.0,1.0
2000,0.10477959066236402,0.0,1.0
2000,0.18651595288846762,1.0,1e-05
2000,0.11789575411287684,0.5527487319604495,1.0
2000,0.10475322987948066,0.0,1.0
2000,0.11948148711365893,0.0,0.6491057195058259
2000,0.10493911124059227,0.0,1.0
2000,0.10487567372304528,0.0,1.0
5,0.12051925898105956,0.0,1.0
2000,0.10474093570638714,0.0,1.0
1278,0.12261910128100913,0.0,1.0
2000,0.10492175609180099,0.0,1.0
2000,0.11967945367566833,0.0,0.7789334391007745
2000,0.1086346399505222,0.0258105653563476,1.0
2000,0.10475435032504407,0.0,1.0
2000,0.10481706487155877,0.0,1.0
2000,0.10471073124840051,0.0,1.0
2000,0.10487552873444773,0.0,1.0
2000,0.1047780526906222,0.0,1.0
2000,0.11629142251747042,0.2769882751545681,1.0
2000,0.10496427369874355,0.0,1.0
2000,0.10485951723787602,0.0,1.0
2000,0.10479141865558714,0.0,1.0
626,0.12072113120063153,0.0,1.0
2000,0.118255464740654,0.0,1e-05
2000,0.11990238831515772,0.0,0.6630159112574285
2000,0.11701624016460829,0.2537741356231667,1.0
2000,0.10477510983724168,0.0,1.0
2000,0.10486621713074262,0.0,1.0
5,0.12481933083727179,0.3549571034947862,1.0
2000,0.10490915738538059,0.0,1.0
2000,0.10480499852634176,0.0,1.0
2000,0.10493075476938167,0.0,1.0
2000,0.10495395153969402,0.0,1.0
2000,0.10486196493899803,0.0,1.0
2000,0.10488579661067168,0.0,1.0
1715,0.12249594456608862,0.0,1.0
2000,0.10812067128530342,0.04353594433702251,1.0
5,0.12731087167306993,0.0,1e-05
2000,0.11855069072616016,0.0,1e-05
2000,0.10478310941154512,0.0,1.0
2000,0.10484769295961856,0.0,1.0
2000,0.10481782704723973,0.0,1.0
2000,0.10476614105545207,0.0,1.0
2000,0.10499669434064234,0.0,1.0
1076,0.12255027188961604,0.0,1e-05
2000,0.11399550994313143,1.0,1.0
2000,0.10475763737868822,0.0,1.0
2000,0.10472097622826167,0.0,1.0
2000,0.11987863461016116,0.0,0.3478299230129611
2000,0.10491520095135506,0.0,1.0
2000,0.10483414405979342,0.0,1.0
2000,0.10485067060071554,0.0,1.0
398,0.12644727186961768,0.0,0.48901966907137967
2000,0.11777883963240843,0.47258320037469415,1.0
2000,0.10477087189259676,0.0,1.0
2000,0.10481349849858812,0.0,1.0
2000,0.10487372999621077,0.0,1.0
2000,0.11920964865991951,0.11121231799534514,1.0
2000,0.1047142851563962,0.0,1.0
2000,0.10490657543592953,0.0,1.0
1338,0.12226630271293111,0.0,1.0
2000,0.10483863756823393,0.0,1.0
2000,0.10480130436418744,0.0,1.0
2000,0.11719929854265104,0.3624016498470641,1.0
2000,0.10488754335329648,0.0,1.0
5,0.12071486635334447,0.0,1.0
2000,0.10484293380494246,0.0,1.0
981,0.1252946684336912,1.0,1.0
2000,0.11386211448242232,1.0,1.0
5,0.12526179891065276,1.0,1.0
2000,0.10482691342725875,0.0,1.0
2000,0.1048505895670752,0.0,1.0
2000,0.10484807064952274,0.0,1.0
2000,0.10490841691146582,0.0,1.0
2000,0.10486940872451074,0.0,1.0
2000,0.10479185584134088,0.0,1.0
2000,0.11964934846107343,0.0,0.7203500791488865
2000,0.10485632568839805,0.0,1.0
2000,0.10483529288143133,0.0,1.0
2000,0.10498219941385196,0.0,1.0
2000,0.10475395860983361,0.0,1.0
2000,0.10494971626782428,0.0,1.0
2000,0.10482689082058749,0.0,1.0
