n_epochs,loss,l2_reg,lrate
196,0.1635407006675438,0.689453125,0.31445998046875
1942,0.13520066673398298,0.064453125,0.43945873046875
2000,0.11410410964971433,1.0,1.0
5,0.12053026243876891,0.0,1.0
1903,0.18558553857954932,1.0,1e-05
615,0.12601411279527153,0.0,1e-05
1262,0.12225849047606552,0.0,1.0
5,0.12523689867875487,1.0,1.0
2000,0.11660066246023328,0.34580759759701896,1.0
736,0.13163146661564756,0.27199534301338196,0.9571867277701075
2000,0.11757158440642844,0.6397989020692878,1.0
5,0.1277058684587339,0.0,0.14003110724200574
2000,0.10479164916217198,0.0,1.0
2000,0.10478189898991894,0.0,1.0
1981,0.11780464809529734,0.0,1.0
5,0.1203375739974985,0.0,1.0
2000,0.12043267162102816,0.0,0.7899474383612569
2000,0.11651413258374614,0.8228691986176119,1.0
2000,0.11853003623936696,0.0,1e-05
2000,0.10473911120882662,0.0,1.0
2000,0.10494641488086487,0.0,1.0
2000,0.10486888803996493,0.0,1.0
1520,0.1258177029250486,0.422062707517873,1.0
1076,0.1252903435101811,1.0,1.0
1692,0.12203203881697777,0.0,1.0
2000,0.10478877224337363,0.0,1.0
5,0.12716038774576285,0.0,0.6553892242081567
5,0.12396738237995325,0.5612270657757472,1.0
1216,0.12331447365569218,0.0,1e-05
2000,0.1048462434302839,0.0,1.0
2000,0.11389836370302754,1.0,1.0
2000,0.10488281346930194,0.0,1.0
2000,0.10482333226396146,0.0,1.0
2000,0.10491712953878375,0.0,1.0
2000,0.1246327903739322,0.22555526585963243,1.0
2000,0.10488123629618934,0.0,1.0
2000,0.12042907185086875,0.0,0.672527990595916
2000,0.10486038056783893,0.0,1.0
2000,0.1046876407470212,0.0,1.0
5,0.12527268796891888,1.0,1.0
1039,0.12322693506951879,0.0,1.0
2000,0.1048277929895512,0.0,1.0
2000,0.10483197909108637,0.0,1.0
2000,0.10483847600299627,0.0,1.0
2000,0.1048287100191747,0.0,1.0
2000,0.10482425320748874,0.0,1.0
2000,0.12023041657789911,0.0,0.8046884167350404
2000,0.10483125697761816,0.0,1.0
2000,0.15892837960732795,0.3328991817090837,1e-05
2000,0.10483097715732993,0.0,1.0
5,0.12753197945618266,0.0,1e-05
2000,0.11375239808502106,1.0,1.0
2000,0.11914863740764134,0.10865761463090243,1.0
2000,0.10484776321640592,0.0,1.0
2000,0.11365720669003161,1.0,1.0
5,0.12072450284100422,0.0,1.0
2000,0.10485616817358885,0.0,1.0
2000,0.10489425917913349,0.0,1.0
2000,0.1400931291047071,1.0,0.7712637780364683
2000,0.10479420401164302,0.0,1.0
2000,0.1048095456005721,0.0,1.0
2000,0.10480797461113105,0.0,1.0
2000,0.10484765288170499,0.0,1.0
5,0.17747948283978657,1.0,0.5785427161242146
2000,0.10480366695949073,0.0,1.0
1453,0.12303358807866202,0.0,1.0
2000,0.10488269855968238,0.0,1.0
2000,0.10481020247642703,0.0,1.0
2000,0.10485631334839825,0.0,1.0
2000,0.10479420401164302,0.0,1.0
2000,0.10478473290700749,0.0,1.0
438,0.12077145332477206,0.0,1.0
2000,0.10479420401164302,0.0,1.0
2000,0.11610820114653415,0.0,0.9076820861582575
2000,0.11687303150622871,0.401841568197606,1.0
2000,0.11774153297116399,0.5264199304143193,1.0
2000,0.10481147479892623,0.0,1.0
2000,0.1048650703108068,0.0,1.0
2000,0.117082807503478,0.735856280820915,1.0
2000,0.10484060842336584,0.0,1.0
2000,0.10488924931040783,0.0,1.0
2000,0.10489343898626488,0.0,1.0
2000,0.10482720935368992,0.0,1.0
2000,0.10482084157368039,0.0,1.0
2000,0.10479420401164302,0.0,1.0
2000,0.10479053563384212,0.0,1.0
5,0.12427704886278944,0.3836297249007864,1.0
2000,0.10493413035456073,0.0,1.0
2000,0.10490037203620584,0.0,1.0
2000,0.10474414815614774,0.0,1.0
2000,0.10477237219481543,0.0,1.0
2000,0.1048142921291109,0.0,1.0
2000,0.1048140102864519,0.0,1.0
2000,0.10486381331104078,0.0,1.0
2000,0.10481413346516082,0.0,1.0
2000,0.10484351976270218,0.0,1.0
2000,0.1048444879295274,0.0,1.0
2000,0.10494849921454603,0.0,1.0
2000,0.10488594352103289,0.0,1.0
2000,0.10482396223945185,0.0,1.0
